n_train,n_val,n_test,seed,pos_acc,neg_acc,overall_acc,best_epoch
500,500,1000,0,0.4908360292514165,0.5532364912729557,0.551364475782495,76
500,500,1000,1,0.46749502734134074,0.557668326545989,0.5559550336133688,86
500,500,1000,2,0.495960097014904,0.5498044177742204,0.5481890885314206,94
500,500,1000,3,0.42818621581509,0.5661584141914399,0.5632609966546297,99
500,500,1000,4,0.5168203562498093,0.5621156355589171,0.5610738424751908,72
1000,500,1000,0,0.5456278861633369,0.59550995171576,0.5941132529713213,75
1000,500,1000,1,0.46749319763560043,0.595536576311515,0.5931037536887452,33
1000,500,1000,2,0.5439943098104917,0.5967491645733128,0.5953775365687907,96
1000,500,1000,3,0.44676087871193887,0.6114757197718992,0.6081814255490899,86
1000,500,1000,4,0.5244710759392807,0.6004053420988927,0.5982791819609702,28
2000,500,1000,0,0.6117702411568683,0.6059089675428919,0.6060437729170081,2
2000,500,1000,1,0.5561675280332565,0.6313799740857774,0.6294244504437083,68
2000,500,1000,2,0.5490230092358205,0.5875876537748584,0.5863921481140424,2
2000,500,1000,3,0.6005762748420238,0.6314245336004818,0.6308075695764274,84
2000,500,1000,4,0.5702347991367182,0.6109415307072312,0.6099645715774968,2
5000,500,1000,0,0.6615327390886488,0.6613224981898733,0.6613269127923995,3
5000,500,1000,1,0.6877369336013136,0.650401967687937,0.6514846806749701,4
5000,500,1000,2,0.6193553770289701,0.6657647304592175,0.6649757728218101,31
5000,500,1000,3,0.6400935386617979,0.6559746734183474,0.6554982388317585,3
5000,500,1000,4,0.656297500928243,0.6583581095542183,0.6582962909322232,31
7000,500,1000,0,0.7230080753564835,0.6707027413277435,0.6722719015348703,38
7000,500,1000,1,0.7071247878281967,0.6785899398366071,0.6792462396137416,13
7000,500,1000,2,0.6905913253625234,0.6839234132293053,0.6840634372383356,3
7000,500,1000,3,0.6135794468994799,0.6739059993949259,0.6721565307807177,3
7000,500,1000,4,0.6221683719195426,0.6753758072525009,0.673673170875758,3
